9.999998431492208573e-01,9.999981841831363516e-01,9.999903536075958055e-01,9.999862509604193761e-01,9.999822045194510789e-01,9.999721561067159703e-01,9.999702533835735929e-01,9.999676068505320981e-01,9.999642027051675042e-01,9.999610488665358066e-01,9.999605825500100797e-01,9.999597701929130444e-01,9.999564664539905001e-01,9.999552426406207450e-01,9.999544808885225677e-01,9.999537433867262681e-01,9.999526513977730069e-01,9.999523243275828532e-01,9.999978746506380523e-01,9.999957807328332393e-01,9.999953684815108268e-01,9.999949955806936019e-01,9.999882980671596089e-01,9.999844768691799057e-01,9.999825752513107346e-01,9.999711069025321031e-01,9.999697143214102413e-01,9.999635015954547734e-01,9.999590408957893528e-01,9.999571116334072807e-01,9.999548604422962006e-01,9.999543652691642581e-01,9.999542118660238454e-01
9.999998468882426161e-01,9.999982274686761707e-01,9.999905835593919656e-01,9.999865787122879102e-01,9.999826287316546658e-01,9.999728198563616610e-01,9.999709624909822736e-01,9.999683790468713029e-01,9.999650560508968056e-01,9.999619773947856505e-01,9.999615221945097332e-01,9.999607292027307137e-01,9.999575042198508568e-01,9.999563095803190027e-01,9.999555659872335633e-01,9.999548460663628680e-01,9.999537801087833300e-01,9.999534608354537779e-01,9.999979253146535907e-01,9.999958813106050171e-01,9.999954788863231192e-01,9.999951148745296337e-01,9.999885770184351319e-01,9.999848469092953440e-01,9.999829906217937436e-01,9.999717956635111316e-01,9.999704362792941614e-01,9.999643716547924610e-01,9.999600172911037310e-01,9.999581340192843504e-01,9.999559364930703520e-01,9.999554531240967270e-01,9.999553033778489919e-01
9.999998506272593790e-01,9.999982707541565929e-01,9.999908135108458440e-01,9.999869064636341953e-01,9.999830529431524839e-01,9.999734836048365105e-01,9.999716715971308512e-01,9.999691512418276140e-01,9.999659093950721278e-01,9.999629059213211990e-01,9.999624618372705553e-01,9.999616882107678073e-01,9.999585419837553335e-01,9.999573765179960994e-01,9.999566510838825417e-01,9.999559487438979266e-01,9.999549088176326039e-01,9.999545973411454458e-01,9.999979759786078448e-01,9.999959818883026319e-01,9.999955892910580291e-01,9.999952341682860624e-01,9.999888559693305146e-01,9.999852169489581444e-01,9.999834059917862561e-01,9.999724844232681376e-01,9.999711582358870032e-01,9.999652417125299841e-01,9.999609936845945679e-01,9.999591564032396240e-01,9.999570125418054678e-01,9.999565409769650692e-01,9.999563948876022401e-01
9.999998402431802269e-01,9.999981505407775639e-01,9.999901748845924088e-01,9.999859962252765078e-01,9.999818748134347013e-01,9.999716402274708704e-01,9.999697022513793776e-01,9.999670066843764360e-01,9.999635394680972400e-01,9.999603271961184925e-01,9.999598522398236433e-01,9.999590248316161389e-01,9.999556598819302478e-01,9.999544133940724278e-01,9.999536375284269196e-01,9.999528863623835528e-01,9.999517741413259664e-01,9.999514410112597673e-01,9.999978352735912068e-01,9.999957025618887441e-01,9.999952826728084609e-01,9.999949028632765247e-01,9.999880812608334946e-01,9.999841892668813736e-01,9.999822524173902494e-01,9.999705715839832809e-01,9.999691532015683171e-01,9.999628253682242285e-01,9.999582820221263324e-01,9.999563170149655678e-01,9.999540241144274644e-01,9.999535197668683040e-01,9.999533635215175353e-01
9.999998298590594414e-01,9.999980303269407900e-01,9.999895362556923128e-01,9.999850859828813832e-01,9.999806966782618378e-01,9.999697968410476978e-01,9.999677328958858080e-01,9.999648621162429141e-01,9.999611695291384938e-01,9.999577484577107933e-01,9.999572426289903282e-01,9.999563614387583232e-01,9.999527777650624172e-01,9.999514502546057448e-01,9.999506239571144262e-01,9.999498239647069964e-01,9.999486394484005114e-01,9.999482846646189360e-01,9.999976945681057217e-01,9.999954232349194116e-01,9.999949760539857957e-01,9.999945715576779026e-01,9.999873065493979363e-01,9.999831615813091767e-01,9.999810988392070499e-01,9.999686587352449862e-01,9.999671481572638410e-01,9.999604090115504773e-01,9.999555703455689226e-01,9.999534776118504942e-01,9.999510356713062764e-01,9.999504985408296243e-01,9.999503321394291877e-01
9.999998279201213203e-01,9.999980078804389105e-01,9.999894170099535851e-01,9.999849160210377841e-01,9.999804766950463053e-01,9.999694526410364270e-01,9.999673651747233993e-01,9.999644616790893670e-01,9.999607270103649803e-01,9.999572669515500722e-01,9.999567553582782153e-01,9.999558641257755287e-01,9.999522396115591016e-01,9.999508969724238971e-01,9.999500612582113979e-01,9.999492521488606567e-01,9.999480541334595518e-01,9.999476953064585505e-01,9.999976682953805041e-01,9.999953710786380068e-01,9.999949188017396295e-01,9.999945096958895441e-01,9.999871618941558182e-01,9.999829696904137810e-01,9.999808834414815051e-01,9.999683015651156248e-01,9.999667737722250926e-01,9.999599578255806698e-01,9.999550640169767579e-01,9.999529474339409196e-01,9.999504776643941550e-01,9.999499344126355771e-01,9.999497661148801786e-01
9.999998259811812007e-01,9.999979854339169361e-01,9.999892977641010594e-01,9.999847460590223225e-01,9.999802567116008456e-01,9.999691084406473474e-01,9.999669974531564254e-01,9.999640612414959495e-01,9.999602844911038568e-01,9.999567854448576654e-01,9.999562680870275333e-01,9.999553668122415084e-01,9.999517014574512697e-01,9.999503436896172159e-01,9.999494985586712126e-01,9.999486803323653916e-01,9.999474688178521253e-01,9.999471059476263690e-01,9.999976420226341922e-01,9.999953189223271810e-01,9.999948615494620441e-01,9.999944478340688780e-01,9.999870172387851364e-01,9.999827777993621769e-01,9.999806680435854300e-01,9.999679443945916901e-01,9.999663993867693446e-01,9.999595066390956077e-01,9.999545576877986175e-01,9.999524172554151713e-01,9.999499196568296666e-01,9.999493702837810583e-01,9.999492000896683663e-01
9.999998231261054693e-01,9.999979523815688554e-01,9.999891221753955950e-01,9.999844957910951626e-01,9.999799327874373533e-01,9.999686016078235262e-01,9.999664559855466761e-01,9.999634715997438583e-01,9.999596328843536330e-01,9.999560764293526915e-01,9.999555505832455893e-01,9.999546345212593224e-01,9.999509090289748769e-01,9.999495289842251777e-01,9.999486699871961148e-01,9.999478383362292444e-01,9.999466069443551097e-01,9.999462381205053152e-01,9.999976033362020233e-01,9.999952421225549726e-01,9.999947772459202300e-01,9.999943567430107372e-01,9.999868042347558328e-01,9.999824952411475731e-01,9.999803508717175493e-01,9.999674184633253748e-01,9.999658481066232563e-01,9.999588422699133838e-01,9.999538121213448205e-01,9.999516365709448795e-01,9.999490979942704527e-01,9.999485396076600585e-01,9.999483666211729238e-01
9.999998202710259632e-01,9.999979193291818058e-01,9.999889465864668647e-01,9.999842455228298288e-01,9.999796088628195578e-01,9.999680947742507486e-01,9.999659145171323482e-01,9.999628819571101390e-01,9.999589812766175312e-01,9.999553674127634739e-01,9.999548330783649686e-01,9.999539022291525914e-01,9.999501165992652485e-01,9.999487142775589366e-01,9.999478414144210570e-01,9.999469963387684901e-01,9.999457450694960725e-01,9.999453702920115816e-01,9.999975646497289983e-01,9.999951653227315829e-01,9.999946929423250142e-01,9.999942656518976403e-01,9.999865912304759519e-01,9.999822126826308777e-01,9.999800336995212646e-01,9.999668925312783507e-01,9.999652968256543817e-01,9.999581778997174153e-01,9.999530665537389451e-01,9.999508558852617801e-01,9.999482763304261557e-01,9.999477089302382105e-01,9.999475331513715259e-01
9.999998212255952756e-01,9.999979303799410024e-01,9.999890052929987228e-01,9.999843291977087434e-01,9.999797171640203430e-01,9.999682642293735713e-01,9.999660955520947025e-01,9.999630790986780982e-01,9.999591991356459042e-01,9.999556044659124732e-01,9.999550729694961504e-01,9.999541470642568930e-01,9.999503815408244956e-01,9.999489866672138794e-01,9.999481184400823564e-01,9.999472778528498695e-01,9.999460332294033416e-01,9.999456604424621364e-01,9.999975775841921655e-01,9.999951910000359767e-01,9.999947211284450077e-01,9.999942961073606806e-01,9.999866624464813780e-01,9.999823071534468255e-01,9.999801397430985173e-01,9.999670683718004938e-01,9.999654811413550837e-01,9.999584000257595306e-01,9.999533158273873346e-01,9.999511169003155731e-01,9.999485510461507687e-01,9.999479866595690769e-01,9.999478118143088068e-01
